objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll001,The_News_Herald_Thu__Sep_5__1907_.jpg,,,"""A Monument to the Confederate Dead of Burke County,"" News Herald article",The News Herald,1907-09-05,Newspaper article announcing C.F. McKesson and the Confederate veterans' association intent to build a Confederate monument at the Burke County Courthouse square.,Confederate monument;News Herald;newspaper;C.F. McKesson,"Morganton, North Carolina",35.74619027,-81.68557254,"Historic North Carolina Digital Newspapers, University of North Carolina, Chapel Hill",,Image;StillImage,image/jpeg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
